Employee_ID,Age,Gender,Industry,Work_Location,Stress_Level_Numeric,Work_Hours_Per_Week,Access_to_Mental_Health_Resources,Work_Life_Balance_Rating,Mental_Health_Risk,Sleep_Hours,Productivity_Score
EMP1966,27,Male,Education,Hybrid,3.0,43,No,3.0,Low,,
EMP2027,24,Male,Education,Onsite,6.0,35,Yes,5.0,Medium,,
EMP2049,25,Male,Healthcare,Remote,3.0,56,No,3.0,Low,,
EMP2154,25,Male,Manufacturing,Hybrid,3.0,28,Yes,1.0,Low,,
EMP2343,25,Female,IT,Onsite,9.0,56,No,4.0,High,,
EMP2409,26,Male,IT,Remote,6.0,49,No,5.0,Medium,,
EMP2433,24,Female,Retail,Remote,3.0,21,No,2.0,Low,,
EMP2503,22,Female,Consulting,Hybrid,6.0,49,No,3.0,Medium,,
EMP2578,26,Male,Manufacturing,Remote,3.0,41,Yes,5.0,Low,,
EMP2610,24,Female,Finance,Hybrid,9.0,30,Yes,3.0,High,,
EMP2669,27,Female,Healthcare,Remote,6.0,55,Yes,5.0,Medium,,
EMP2728,22,Male,Retail,Hybrid,6.0,34,Yes,4.0,Medium,,
EMP2749,25,Female,Retail,Remote,9.0,39,No,1.0,High,,
EMP2786,24,Female,Finance,Hybrid,9.0,45,Yes,1.0,High,,
EMP2862,24,Female,Manufacturing,Remote,3.0,47,Yes,2.0,Low,,
EMP2866,22,Female,Consulting,Remote,3.0,26,Yes,3.0,Low,,
EMP2873,26,Male,Retail,Onsite,3.0,46,No,5.0,Low,,
EMP2946,25,Female,Retail,Remote,6.0,22,No,4.0,Medium,,
EMP2980,22,Female,Consulting,Onsite,3.0,56,Yes,3.0,Low,,
EMP3061,24,Female,Finance,Hybrid,6.0,50,Yes,1.0,Medium,,
EMP3076,25,Male,Consulting,Hybrid,6.0,35,Yes,4.0,Medium,,
EMP3124,22,Female,IT,Remote,9.0,50,No,2.0,High,,
EMP3157,23,Male,Retail,Onsite,3.0,56,No,2.0,Low,,
EMP3311,22,Female,Healthcare,Hybrid,9.0,51,Yes,5.0,High,,
EMP3467,23,Female,Finance,Remote,9.0,50,No,3.0,High,,
EMP3499,25,Female,Healthcare,Remote,9.0,28,Yes,1.0,High,,
EMP3587,24,Male,Manufacturing,Hybrid,9.0,41,No,2.0,High,,
EMP3656,23,Male,IT,Hybrid,3.0,50,No,4.0,Low,,
EMP3688,22,Female,Healthcare,Hybrid,6.0,34,No,3.0,Medium,,
EMP3731,26,Female,Education,Onsite,3.0,26,No,1.0,Low,,
EMP3831,25,Female,IT,Onsite,9.0,45,No,5.0,High,,
EMP3952,27,Male,IT,Hybrid,6.0,34,Yes,1.0,Medium,,
EMP3964,26,Male,Consulting,Hybrid,9.0,36,Yes,1.0,High,,
EMP4073,23,Male,Retail,Hybrid,9.0,31,No,1.0,High,,
EMP4150,26,Male,Manufacturing,Remote,9.0,52,No,2.0,High,,
EMP4283,26,Male,Manufacturing,Hybrid,3.0,35,Yes,2.0,Low,,
EMP4361,24,Male,Education,Onsite,9.0,20,Yes,4.0,High,,
EMP4366,26,Male,IT,Hybrid,3.0,28,No,1.0,Low,,
EMP4509,26,Female,Healthcare,Remote,9.0,60,No,3.0,High,,
EMP4512,27,Female,IT,Onsite,9.0,25,Yes,4.0,High,,
EMP4519,23,Male,Manufacturing,Onsite,6.0,49,Yes,1.0,Medium,,
EMP4638,22,Male,Retail,Onsite,3.0,26,Yes,4.0,Low,,
EMP4651,23,Female,IT,Onsite,9.0,57,Yes,3.0,High,,
EMP4654,23,Male,Retail,Hybrid,9.0,20,Yes,2.0,High,,
EMP4760,27,Male,Manufacturing,Onsite,9.0,58,Yes,2.0,High,,
EMP4766,23,Female,Education,Hybrid,6.0,44,No,3.0,Medium,,
EMP4789,24,Female,IT,Remote,3.0,31,No,4.0,Low,,
EMP4843,27,Male,Retail,Hybrid,9.0,29,No,5.0,High,,
EMP4922,22,Female,Consulting,Onsite,3.0,32,No,4.0,Low,,
EMP4957,25,Female,Finance,Hybrid,3.0,57,No,1.0,Low,,
EMP4965,26,Female,Manufacturing,Onsite,9.0,41,No,3.0,High,,
EMP0154,23,Female,Consulting,Remote,6.0,26,Yes,1.0,Medium,,
EMP0235,23,Female,Retail,Onsite,3.0,55,No,4.0,Low,,
EMP0295,27,Male,Healthcare,Hybrid,3.0,26,No,4.0,Low,,
EMP0309,24,Female,Finance,Hybrid,3.0,45,Yes,3.0,Low,,
EMP0322,23,Female,Education,Onsite,6.0,48,No,3.0,Medium,,
EMP0351,25,Female,Manufacturing,Remote,9.0,37,Yes,1.0,High,,
EMP0535,24,Male,Healthcare,Hybrid,9.0,31,Yes,5.0,High,,
EMP0602,25,Male,Retail,Onsite,9.0,47,No,3.0,High,,
EMP0620,27,Female,Consulting,Onsite,9.0,27,No,5.0,High,,
EMP0852,25,Male,IT,Remote,3.0,31,No,3.0,Low,,
EMP0864,24,Male,Healthcare,Onsite,9.0,43,Yes,2.0,High,,
EMP1080,23,Female,IT,Onsite,3.0,60,Yes,1.0,Low,,
EMP1104,27,Female,Education,Hybrid,9.0,60,No,3.0,High,,
EMP1120,24,Male,Healthcare,Onsite,6.0,29,Yes,5.0,Medium,,
EMP1152,26,Male,Healthcare,Onsite,9.0,36,No,1.0,High,,
EMP1194,26,Male,Education,Hybrid,9.0,59,No,5.0,High,,
EMP1224,25,Female,Retail,Remote,3.0,58,No,1.0,Low,,
EMP1293,27,Male,Consulting,Onsite,3.0,39,No,1.0,Low,,
EMP1342,24,Male,IT,Onsite,9.0,25,No,3.0,High,,
EMP1385,25,Female,Manufacturing,Remote,3.0,20,Yes,3.0,Low,,
EMP1422,23,Female,Manufacturing,Remote,3.0,52,No,5.0,Low,,
EMP1494,26,Female,Education,Onsite,6.0,46,No,1.0,Medium,,
EMP1606,24,Female,Finance,Onsite,9.0,47,No,3.0,High,,
EMP1608,23,Female,Education,Hybrid,3.0,27,Yes,2.0,Low,,
EMP1701,24,Male,Retail,Onsite,6.0,43,No,3.0,Medium,,
EMP1812,25,Female,Consulting,Hybrid,3.0,55,Yes,2.0,Low,,
EMP1821,22,Male,Healthcare,Onsite,3.0,24,No,4.0,Low,,
EMP1885,24,Male,IT,Hybrid,9.0,47,Yes,5.0,High,,
EMP1928,27,Male,IT,Hybrid,6.0,47,Yes,5.0,Medium,,
EMP1993,25,Female,IT,Remote,3.0,20,Yes,5.0,Low,,
EMP2044,23,Female,Retail,Remote,6.0,44,No,1.0,Medium,,
EMP2178,27,Male,Healthcare,Onsite,6.0,38,No,2.0,Medium,,
EMP2208,26,Male,Education,Hybrid,6.0,52,Yes,3.0,Medium,,
EMP2224,25,Female,Finance,Remote,9.0,22,No,1.0,High,,
EMP2313,25,Female,Education,Hybrid,9.0,47,No,3.0,High,,
EMP2377,24,Female,Manufacturing,Onsite,3.0,33,Yes,4.0,Low,,
EMP2401,22,Male,Retail,Remote,6.0,48,Yes,5.0,Medium,,
EMP2512,23,Male,Consulting,Onsite,6.0,29,No,4.0,Medium,,
EMP2554,27,Male,Consulting,Remote,3.0,45,Yes,3.0,Low,,
EMP2680,23,Male,IT,Hybrid,3.0,22,Yes,1.0,Low,,
EMP2811,22,Male,Manufacturing,Hybrid,3.0,39,No,2.0,Low,,
EMP2848,22,Male,IT,Onsite,3.0,48,No,2.0,Low,,
EMP2900,23,Female,Finance,Remote,3.0,55,No,4.0,Low,,
EMP2909,27,Female,IT,Remote,6.0,26,No,4.0,Medium,,
EMP2966,22,Female,Education,Onsite,9.0,27,No,1.0,High,,
EMP3145,27,Male,Retail,Remote,3.0,60,Yes,1.0,Low,,
EMP3180,27,Male,Healthcare,Hybrid,6.0,54,No,5.0,Medium,,
EMP3190,23,Female,Retail,Hybrid,9.0,47,No,2.0,High,,
EMP3247,25,Female,Healthcare,Remote,9.0,26,No,1.0,High,,
EMP3351,25,Male,Consulting,Remote,6.0,20,No,3.0,Medium,,
EMP3362,24,Male,Finance,Hybrid,9.0,44,Yes,4.0,High,,
EMP3454,27,Female,Manufacturing,Onsite,6.0,20,No,1.0,Medium,,
EMP3494,26,Male,IT,Onsite,3.0,52,Yes,5.0,Low,,
EMP3574,22,Female,IT,Remote,6.0,50,Yes,5.0,Medium,,
EMP3607,26,Female,Finance,Remote,9.0,53,Yes,1.0,High,,
EMP3651,23,Female,IT,Remote,3.0,50,Yes,5.0,Low,,
EMP3669,23,Male,Healthcare,Hybrid,9.0,59,Yes,4.0,High,,
EMP3730,23,Female,Healthcare,Remote,6.0,39,No,5.0,Medium,,
EMP3761,25,Female,Education,Onsite,6.0,25,Yes,3.0,Medium,,
EMP3804,24,Female,Healthcare,Onsite,6.0,59,Yes,1.0,Medium,,
EMP3999,27,Female,Finance,Onsite,6.0,56,Yes,1.0,Medium,,
EMP4011,27,Female,Healthcare,Onsite,9.0,60,Yes,2.0,High,,
EMP4063,23,Male,IT,Onsite,3.0,48,Yes,2.0,Low,,
EMP4208,23,Female,Finance,Onsite,6.0,24,No,2.0,Medium,,
EMP4267,22,Male,Healthcare,Hybrid,9.0,37,Yes,1.0,High,,
EMP4273,25,Female,Consulting,Remote,9.0,36,No,2.0,High,,
EMP4287,27,Male,IT,Hybrid,6.0,30,Yes,4.0,Medium,,
EMP4314,22,Male,Education,Remote,9.0,57,No,5.0,High,,
EMP4383,25,Female,Retail,Onsite,3.0,23,No,5.0,Low,,
EMP4528,23,Male,Manufacturing,Remote,6.0,46,No,2.0,Medium,,
EMP4558,22,Male,Retail,Onsite,9.0,39,No,4.0,High,,
EMP4594,22,Male,Education,Hybrid,6.0,42,No,3.0,Medium,,
EMP4615,27,Male,Retail,Onsite,3.0,24,No,4.0,Low,,
EMP4626,23,Female,Manufacturing,Remote,3.0,39,No,2.0,Low,,
EMP4632,24,Male,Consulting,Hybrid,3.0,31,Yes,1.0,Low,,
EMP4706,25,Female,Education,Hybrid,9.0,49,Yes,5.0,High,,
EMP4775,25,Female,Retail,Remote,3.0,28,No,2.0,Low,,
EMP4817,25,Female,Manufacturing,Remote,9.0,58,No,1.0,High,,
EMP4999,27,Female,Healthcare,Remote,3.0,58,Yes,5.0,Low,,
EMP0060,26,Female,IT,Remote,6.0,57,Yes,2.0,Medium,,
EMP0080,27,Male,Consulting,Hybrid,3.0,21,No,5.0,Low,,
EMP0088,22,Female,Education,Hybrid,6.0,43,Yes,1.0,Medium,,
EMP0214,27,Female,Healthcare,Hybrid,3.0,52,Yes,1.0,Low,,
EMP0380,27,Male,Consulting,Remote,9.0,32,No,2.0,High,,
EMP0498,23,Male,Finance,Remote,3.0,41,Yes,4.0,Low,,
EMP0553,27,Male,Manufacturing,Onsite,9.0,39,Yes,4.0,High,,
EMP0563,25,Male,Manufacturing,Hybrid,3.0,31,No,5.0,Low,,
EMP0637,24,Male,Finance,Hybrid,3.0,48,Yes,1.0,Low,,
EMP0783,24,Male,Consulting,Onsite,3.0,26,Yes,1.0,Low,,
EMP0868,26,Female,Education,Hybrid,3.0,51,Yes,4.0,Low,,
EMP0926,23,Male,Manufacturing,Onsite,6.0,59,No,5.0,Medium,,
EMP0979,25,Male,Education,Hybrid,3.0,26,Yes,3.0,Low,,
EMP1033,24,Male,Education,Onsite,6.0,32,Yes,2.0,Medium,,
EMP1136,22,Female,Consulting,Onsite,6.0,43,Yes,5.0,Medium,,
EMP1212,25,Female,Manufacturing,Hybrid,6.0,29,No,1.0,Medium,,
EMP1260,25,Female,Finance,Hybrid,3.0,40,No,1.0,Low,,
EMP1268,27,Female,Consulting,Onsite,3.0,32,No,4.0,Low,,
EMP1313,23,Male,Finance,Remote,9.0,22,Yes,4.0,High,,
EMP1327,24,Female,Retail,Remote,6.0,36,No,5.0,Medium,,
EMP1360,25,Female,Finance,Remote,6.0,32,No,2.0,Medium,,
EMP1405,24,Female,Healthcare,Hybrid,3.0,45,No,4.0,Low,,
EMP1412,24,Female,Education,Remote,3.0,38,No,5.0,Low,,
EMP1537,26,Female,Consulting,Onsite,9.0,54,Yes,4.0,High,,
EMP1541,26,Male,IT,Onsite,9.0,33,No,2.0,High,,
EMP1547,24,Female,Retail,Hybrid,9.0,30,No,3.0,High,,
EMP1565,23,Male,Education,Remote,3.0,37,No,5.0,Low,,
EMP1584,26,Female,Healthcare,Remote,3.0,36,No,5.0,Low,,
EMP1832,25,Male,Manufacturing,Remote,6.0,47,Yes,2.0,Medium,,
EMP1845,27,Male,Consulting,Hybrid,3.0,22,No,4.0,Low,,
EMP2011,25,Male,Manufacturing,Remote,3.0,46,Yes,5.0,Low,,
EMP2018,22,Male,Finance,Onsite,6.0,33,No,2.0,Medium,,
EMP2033,25,Male,Consulting,Hybrid,9.0,60,No,1.0,High,,
EMP2076,23,Male,Manufacturing,Hybrid,6.0,40,No,5.0,Medium,,
EMP2187,26,Male,Manufacturing,Hybrid,3.0,28,No,4.0,Low,,
EMP2210,22,Female,Manufacturing,Remote,9.0,54,Yes,2.0,High,,
EMP2321,25,Male,Retail,Remote,3.0,25,Yes,1.0,Low,,
EMP2332,23,Male,Finance,Remote,6.0,20,No,3.0,Medium,,
EMP2350,23,Male,Manufacturing,Remote,9.0,35,Yes,3.0,High,,
EMP2386,23,Female,IT,Remote,9.0,46,No,5.0,High,,
EMP2576,26,Female,IT,Hybrid,6.0,37,Yes,5.0,Medium,,
EMP2597,25,Male,Education,Onsite,3.0,55,No,2.0,Low,,
EMP2606,27,Male,Manufacturing,Onsite,3.0,54,No,5.0,Low,,
EMP2644,27,Female,Healthcare,Hybrid,3.0,44,No,5.0,Low,,
EMP2695,23,Male,IT,Remote,3.0,59,Yes,3.0,Low,,
EMP2758,25,Female,Finance,Onsite,6.0,53,No,2.0,Medium,,
EMP2861,23,Female,Manufacturing,Onsite,3.0,33,No,4.0,Low,,
EMP2879,24,Female,Education,Remote,6.0,24,No,1.0,Medium,,
EMP2940,24,Female,IT,Onsite,6.0,58,Yes,4.0,Medium,,
EMP3073,25,Female,Retail,Hybrid,6.0,38,Yes,2.0,Medium,,
EMP3099,22,Male,Manufacturing,Remote,9.0,42,No,5.0,High,,
EMP3143,24,Female,Education,Onsite,9.0,42,No,1.0,High,,
EMP3181,23,Female,Consulting,Hybrid,6.0,46,Yes,3.0,Medium,,
EMP3404,25,Female,Manufacturing,Hybrid,9.0,33,Yes,3.0,High,,
EMP3418,27,Male,IT,Remote,6.0,46,Yes,4.0,Medium,,
EMP3441,25,Male,Education,Hybrid,6.0,58,Yes,5.0,Medium,,
EMP3444,25,Female,Healthcare,Remote,9.0,54,Yes,5.0,High,,
EMP3645,22,Female,Finance,Onsite,6.0,51,Yes,3.0,Medium,,
EMP3677,27,Male,Education,Hybrid,9.0,57,Yes,4.0,High,,
EMP3732,27,Female,Consulting,Onsite,6.0,41,Yes,1.0,Medium,,
EMP3777,27,Male,Consulting,Remote,3.0,41,No,1.0,Low,,
EMP3808,22,Male,IT,Hybrid,3.0,41,Yes,2.0,Low,,
EMP3825,26,Male,Retail,Remote,9.0,44,No,3.0,High,,
EMP3882,22,Male,Education,Remote,9.0,20,No,2.0,High,,
EMP4000,24,Male,Consulting,Onsite,3.0,34,No,5.0,Low,,
EMP4038,23,Male,Consulting,Onsite,6.0,50,Yes,4.0,Medium,,
EMP4097,23,Male,Finance,Hybrid,6.0,49,No,2.0,Medium,,
EMP4098,23,Male,Education,Remote,9.0,57,No,5.0,High,,
EMP4227,24,Male,Consulting,Onsite,6.0,28,No,2.0,Medium,,
EMP4462,25,Male,Finance,Hybrid,9.0,58,Yes,4.0,High,,
EMP4489,22,Female,Education,Hybrid,3.0,26,No,4.0,Low,,
EMP4675,22,Female,Retail,Onsite,6.0,58,No,2.0,Medium,,
EMP4713,26,Female,Manufacturing,Remote,9.0,56,Yes,3.0,High,,
EMP4768,25,Female,Education,Remote,3.0,32,Yes,4.0,Low,,
EMP4859,22,Female,Finance,Remote,9.0,44,No,4.0,High,,
EMP4908,24,Female,Manufacturing,Hybrid,9.0,48,Yes,2.0,High,,
EMP4925,24,Male,Healthcare,Remote,6.0,54,No,5.0,Medium,,
EMP4967,24,Female,Healthcare,Remote,9.0,40,Yes,2.0,High,,
EMP4980,26,Male,Retail,Hybrid,6.0,34,Yes,5.0,Medium,,
